Athlete,Statistic,Team,Total
"Nelson, S",gain,Collingwood Magpies,3
"Nelson, S",gainToGoalPerc,Collingwood Magpies,0
"Nelson, S",generalPlayTurnovers,Collingwood Magpies,52
"Nelson, S",goal_from_zone1,Collingwood Magpies,407
"Nelson, S",goal_from_zone2,Collingwood Magpies,4
"Nelson, S",goal1,Collingwood Magpies,407
"Nelson, S",goal2,Collingwood Magpies,4
"Nelson, S",goalAssists,Collingwood Magpies,2
"Nelson, S",goalAttempts,Collingwood Magpies,459
"Nelson, S",goalMisses,Collingwood Magpies,48
"Nelson, S",goals,Collingwood Magpies,411
"Nelson, S",interceptPassThrown,Collingwood Magpies,4
"Nelson, S",intercepts,Collingwood Magpies,2
"Nelson, S",minutesPlayed,Collingwood Magpies,626
"Nelson, S",missedGoalTurnover,Collingwood Magpies,13
"Nelson, S",netPoints,Collingwood Magpies,417
"Nelson, S",obstructionPenalties,Collingwood Magpies,3
"Nelson, S",offsides,Collingwood Magpies,0
"Nelson, S",passes,Collingwood Magpies,7
"Nelson, S",penalties,Collingwood Magpies,16
"Nelson, S",pickups,Collingwood Magpies,4
"Nelson, S",points,Collingwood Magpies,415
"Nelson, S",possessionChanges,Collingwood Magpies,65
"Nelson, S",possessions,Collingwood Magpies,496
"Nelson, S",quartersPlayed,Collingwood Magpies,48
"Nelson, S",rebounds,Collingwood Magpies,31
"Nelson, S",tossUpWin,Collingwood Magpies,0
"Newton, J",attempt_from_zone1,Melbourne Vixens,0
"Newton, J",attempt_from_zone2,Melbourne Vixens,0
"Newton, J",attempts1,Melbourne Vixens,0
"Newton, J",attempts2,Melbourne Vixens,0
"Newton, J",badHands,Melbourne Vixens,0
"Newton, J",badPasses,Melbourne Vixens,0
"Newton, J",blocked,Melbourne Vixens,0
"Newton, J",blocks,Melbourne Vixens,0
"Newton, J",breaks,Melbourne Vixens,0
"Newton, J",centrePassReceives,Melbourne Vixens,2
"Newton, J",centrePassToGoalPerc,Melbourne Vixens,0
"Newton, J",contactPenalties,Melbourne Vixens,8
"Newton, J",deflections,Melbourne Vixens,4
"Newton, J",deflectionWithGain,Melbourne Vixens,0
"Newton, J",deflectionWithNoGain,Melbourne Vixens,4
"Newton, J",disposals,Melbourne Vixens,0
"Newton, J",feeds,Melbourne Vixens,0
"Newton, J",feedWithAttempt,Melbourne Vixens,0
"Newton, J",gain,Melbourne Vixens,2
"Newton, J",gainToGoalPerc,Melbourne Vixens,0
"Newton, J",generalPlayTurnovers,Melbourne Vixens,0
"Newton, J",goal_from_zone1,Melbourne Vixens,0
"Newton, J",goal_from_zone2,Melbourne Vixens,0
"Newton, J",goal1,Melbourne Vixens,0
"Newton, J",goal2,Melbourne Vixens,0
"Newton, J",goalAssists,Melbourne Vixens,0
"Newton, J",goalAttempts,Melbourne Vixens,0
"Newton, J",goalMisses,Melbourne Vixens,0
"Newton, J",goals,Melbourne Vixens,0
"Newton, J",interceptPassThrown,Melbourne Vixens,0
"Newton, J",intercepts,Melbourne Vixens,1
"Newton, J",minutesPlayed,Melbourne Vixens,30
"Newton, J",missedGoalTurnover,Melbourne Vixens,0
"Newton, J",netPoints,Melbourne Vixens,29
"Newton, J",obstructionPenalties,Melbourne Vixens,2
"Newton, J",offsides,Melbourne Vixens,0
"Newton, J",passes,Melbourne Vixens,0
"Newton, J",penalties,Melbourne Vixens,10
"Newton, J",pickups,Melbourne Vixens,0
"Newton, J",points,Melbourne Vixens,0
"Newton, J",possessionChanges,Melbourne Vixens,0
"Newton, J",possessions,Melbourne Vixens,4
"Newton, J",quartersPlayed,Melbourne Vixens,5
"Newton, J",rebounds,Melbourne Vixens,1
"Newton, J",tossUpWin,Melbourne Vixens,0
"O'Brien, C",attempt_from_zone1,GIANTS Netball,0
"O'Brien, C",attempt_from_zone2,GIANTS Netball,0
"O'Brien, C",attempts1,GIANTS Netball,0
"O'Brien, C",attempts2,GIANTS Netball,0
"O'Brien, C",badHands,GIANTS Netball,0
"O'Brien, C",badPasses,GIANTS Netball,1
"O'Brien, C",blocked,GIANTS Netball,0
"O'Brien, C",blocks,GIANTS Netball,0
"O'Brien, C",breaks,GIANTS Netball,0
"O'Brien, C",centrePassReceives,GIANTS Netball,15
"O'Brien, C",centrePassToGoalPerc,GIANTS Netball,0
"O'Brien, C",contactPenalties,GIANTS Netball,2
"O'Brien, C",deflections,GIANTS Netball,0
"O'Brien, C",deflectionWithGain,GIANTS Netball,0
"O'Brien, C",deflectionWithNoGain,GIANTS Netball,0
"O'Brien, C",disposals,GIANTS Netball,12
"O'Brien, C",feeds,GIANTS Netball,11
"O'Brien, C",feedWithAttempt,GIANTS Netball,11
"O'Brien, C",gain,GIANTS Netball,1
"O'Brien, C",gainToGoalPerc,GIANTS Netball,0
"O'Brien, C",generalPlayTurnovers,GIANTS Netball,5
"O'Brien, C",goal_from_zone1,GIANTS Netball,0
"O'Brien, C",goal_from_zone2,GIANTS Netball,0
"O'Brien, C",goal1,GIANTS Netball,0
"O'Brien, C",goal2,GIANTS Netball,0
"O'Brien, C",goalAssists,GIANTS Netball,8
"O'Brien, C",goalAttempts,GIANTS Netball,0
"O'Brien, C",goalMisses,GIANTS Netball,0
"O'Brien, C",goals,GIANTS Netball,0
"O'Brien, C",interceptPassThrown,GIANTS Netball,2
"O'Brien, C",intercepts,GIANTS Netball,1
"O'Brien, C",minutesPlayed,GIANTS Netball,27
"O'Brien, C",missedGoalTurnover,GIANTS Netball,0
"O'Brien, C",netPoints,GIANTS Netball,0
"O'Brien, C",obstructionPenalties,GIANTS Netball,1
"O'Brien, C",offsides,GIANTS Netball,0
"O'Brien, C",passes,GIANTS Netball,11
"O'Brien, C",penalties,GIANTS Netball,3
"O'Brien, C",pickups,GIANTS Netball,0
"O'Brien, C",points,GIANTS Netball,0
"O'Brien, C",possessionChanges,GIANTS Netball,5
"O'Brien, C",possessions,GIANTS Netball,17
"O'Brien, C",quartersPlayed,GIANTS Netball,3
"O'Brien, C",rebounds,GIANTS Netball,0
"O'Brien, C",tossUpWin,GIANTS Netball,0
"Orr, T",attempt_from_zone1,Collingwood Magpies,0
"Orr, T",attempt_from_zone2,Collingwood Magpies,0
"Orr, T",attempts1,Collingwood Magpies,0
"Orr, T",attempts2,Collingwood Magpies,0
"Orr, T",badHands,Collingwood Magpies,1
"Orr, T",badPasses,Collingwood Magpies,3
"Orr, T",blocked,Collingwood Magpies,0
"Orr, T",blocks,Collingwood Magpies,0
"Orr, T",breaks,Collingwood Magpies,0
"Orr, T",centrePassReceives,Collingwood Magpies,0
"Orr, T",centrePassToGoalPerc,Collingwood Magpies,0
"Orr, T",contactPenalties,Collingwood Magpies,19
"Orr, T",deflections,Collingwood Magpies,3
"Orr, T",deflectionWithGain,Collingwood Magpies,0
"Orr, T",deflectionWithNoGain,Collingwood Magpies,3
"Orr, T",disposals,Collingwood Magpies,30
"Orr, T",feeds,Collingwood Magpies,26
"Orr, T",feedWithAttempt,Collingwood Magpies,14
"Orr, T",gain,Collingwood Magpies,1
"Orr, T",gainToGoalPerc,Collingwood Magpies,0
"Orr, T",generalPlayTurnovers,Collingwood Magpies,12
"Orr, T",goal_from_zone1,Collingwood Magpies,0
"Orr, T",goal_from_zone2,Collingwood Magpies,0
"Orr, T",goal1,Collingwood Magpies,0
"Orr, T",goal2,Collingwood Magpies,0
"Orr, T",goalAssists,Collingwood Magpies,11
"Orr, T",goalAttempts,Collingwood Magpies,0
"Orr, T",goalMisses,Collingwood Magpies,0
"Orr, T",goals,Collingwood Magpies,0
"Orr, T",interceptPassThrown,Collingwood Magpies,4
"Orr, T",intercepts,Collingwood Magpies,1
"Orr, T",minutesPlayed,Collingwood Magpies,107
"Orr, T",missedGoalTurnover,Collingwood Magpies,0
"Orr, T",netPoints,Collingwood Magpies,4
"Orr, T",obstructionPenalties,Collingwood Magpies,3
"Orr, T",offsides,Collingwood Magpies,1
"Orr, T",passes,Collingwood Magpies,26
"Orr, T",penalties,Collingwood Magpies,22
"Orr, T",pickups,Collingwood Magpies,2
"Orr, T",points,Collingwood Magpies,0
"Orr, T",possessionChanges,Collingwood Magpies,12
"Orr, T",possessions,Collingwood Magpies,9
"Orr, T",quartersPlayed,Collingwood Magpies,9
"Orr, T",rebounds,Collingwood Magpies,0
"Orr, T",tossUpWin,Collingwood Magpies,0
"Parmenter, A",attempt_from_zone1,GIANTS Netball,0
"Parmenter, A",attempt_from_zone2,GIANTS Netball,0
"Parmenter, A",attempts1,GIANTS Netball,0
"Parmenter, A",attempts2,GIANTS Netball,0
"Parmenter, A",badHands,GIANTS Netball,0
"Parmenter, A",badPasses,GIANTS Netball,4
"Parmenter, A",blocked,GIANTS Netball,0
"Parmenter, A",blocks,GIANTS Netball,0
"Parmenter, A",breaks,GIANTS Netball,4
"Parmenter, A",centrePassReceives,GIANTS Netball,40
"Parmenter, A",centrePassToGoalPerc,GIANTS Netball,0
"Parmenter, A",contactPenalties,GIANTS Netball,113
"Parmenter, A",deflections,GIANTS Netball,62
"Parmenter, A",deflectionWithGain,GIANTS Netball,7
"Parmenter, A",deflectionWithNoGain,GIANTS Netball,55
"Parmenter, A",disposals,GIANTS Netball,35
"Parmenter, A",feeds,GIANTS Netball,22
"Parmenter, A",feedWithAttempt,GIANTS Netball,16
"Parmenter, A",gain,GIANTS Netball,32
"Parmenter, A",gainToGoalPerc,GIANTS Netball,0
"Parmenter, A",generalPlayTurnovers,GIANTS Netball,24
"Parmenter, A",goal_from_zone1,GIANTS Netball,0
"Parmenter, A",goal_from_zone2,GIANTS Netball,0
"Parmenter, A",goal1,GIANTS Netball,0
"Parmenter, A",goal2,GIANTS Netball,0
"Parmenter, A",goalAssists,GIANTS Netball,16
"Parmenter, A",goalAttempts,GIANTS Netball,0
"Parmenter, A",goalMisses,GIANTS Netball,0
"Parmenter, A",goals,GIANTS Netball,0
"Parmenter, A",interceptPassThrown,GIANTS Netball,12
"Parmenter, A",intercepts,GIANTS Netball,25
"Parmenter, A",minutesPlayed,GIANTS Netball,687
"Parmenter, A",missedGoalTurnover,GIANTS Netball,0
"Parmenter, A",netPoints,GIANTS Netball,490
"Parmenter, A",obstructionPenalties,GIANTS Netball,18
"Parmenter, A",offsides,GIANTS Netball,13
"Parmenter, A",passes,GIANTS Netball,22
"Parmenter, A",penalties,GIANTS Netball,131
"Parmenter, A",pickups,GIANTS Netball,25
"Parmenter, A",points,GIANTS Netball,0
"Parmenter, A",possessionChanges,GIANTS Netball,24
"Parmenter, A",possessions,GIANTS Netball,111
"Parmenter, A",quartersPlayed,GIANTS Netball,46
"Parmenter, A",rebounds,GIANTS Netball,0
"Parmenter, A",tossUpWin,GIANTS Netball,0
"Petty, H",attempt_from_zone1,Adelaide Thunderbirds,0
"Petty, H",attempt_from_zone2,Adelaide Thunderbirds,0
"Petty, H",attempts1,Adelaide Thunderbirds,0
"Petty, H",attempts2,Adelaide Thunderbirds,0
"Petty, H",badHands,Adelaide Thunderbirds,2
"Petty, H",badPasses,Adelaide Thunderbirds,5
"Petty, H",blocked,Adelaide Thunderbirds,0
"Petty, H",blocks,Adelaide Thunderbirds,0
"Petty, H",breaks,Adelaide Thunderbirds,0
"Petty, H",centrePassReceives,Adelaide Thunderbirds,2
"Petty, H",centrePassToGoalPerc,Adelaide Thunderbirds,0
"Petty, H",contactPenalties,Adelaide Thunderbirds,33
"Petty, H",deflections,Adelaide Thunderbirds,13
"Petty, H",deflectionWithGain,Adelaide Thunderbirds,1
"Petty, H",deflectionWithNoGain,Adelaide Thunderbirds,12
"Petty, H",disposals,Adelaide Thunderbirds,140
"Petty, H",feeds,Adelaide Thunderbirds,134
"Petty, H",feedWithAttempt,Adelaide Thunderbirds,85
"Petty, H",gain,Adelaide Thunderbirds,6
"Petty, H",gainToGoalPerc,Adelaide Thunderbirds,0
"Petty, H",generalPlayTurnovers,Adelaide Thunderbirds,31
"Petty, H",goal_from_zone1,Adelaide Thunderbirds,0
"Petty, H",goal_from_zone2,Adelaide Thunderbirds,0
"Petty, H",goal1,Adelaide Thunderbirds,0
"Petty, H",goal2,Adelaide Thunderbirds,0
"Petty, H",goalAssists,Adelaide Thunderbirds,66
"Petty, H",goalAttempts,Adelaide Thunderbirds,0
"Petty, H",goalMisses,Adelaide Thunderbirds,0
"Petty, H",goals,Adelaide Thunderbirds,0
"Petty, H",interceptPassThrown,Adelaide Thunderbirds,12
"Petty, H",intercepts,Adelaide Thunderbirds,5
"Petty, H",minutesPlayed,Adelaide Thunderbirds,311
"Petty, H",missedGoalTurnover,Adelaide Thunderbirds,0
"Petty, H",netPoints,Adelaide Thunderbirds,227.5
"Petty, H",obstructionPenalties,Adelaide Thunderbirds,9
"Petty, H",offsides,Adelaide Thunderbirds,14
"Petty, H",passes,Adelaide Thunderbirds,134
"Petty, H",penalties,Adelaide Thunderbirds,44
"Petty, H",pickups,Adelaide Thunderbirds,14
"Petty, H",points,Adelaide Thunderbirds,0
"Petty, H",possessionChanges,Adelaide Thunderbirds,31
"Petty, H",possessions,Adelaide Thunderbirds,30
"Petty, H",quartersPlayed,Adelaide Thunderbirds,28
"Petty, H",rebounds,Adelaide Thunderbirds,0
"Petty, H",tossUpWin,Adelaide Thunderbirds,0
"Philip, T",attempt_from_zone1,Melbourne Vixens,199
"Philip, T",attempt_from_zone2,Melbourne Vixens,36
"Philip, T",attempts1,Melbourne Vixens,199
"Philip, T",attempts2,Melbourne Vixens,36
"Philip, T",badHands,Melbourne Vixens,8
"Philip, T",badPasses,Melbourne Vixens,11
"Philip, T",blocked,Melbourne Vixens,9
"Philip, T",blocks,Melbourne Vixens,0
"Philip, T",breaks,Melbourne Vixens,1
"Philip, T",centrePassReceives,Melbourne Vixens,142
"Philip, T",centrePassToGoalPerc,Melbourne Vixens,0
"Philip, T",contactPenalties,Melbourne Vixens,16
"Philip, T",deflections,Melbourne Vixens,4
"Philip, T",deflectionWithGain,Melbourne Vixens,2
"Philip, T",deflectionWithNoGain,Melbourne Vixens,1
"Philip, T",disposals,Melbourne Vixens,341
"Philip, T",feeds,Melbourne Vixens,83
"Philip, T",feedWithAttempt,Melbourne Vixens,64
"Philip, T",gain,Melbourne Vixens,2
"Philip, T",gainToGoalPerc,Melbourne Vixens,0
"Philip, T",generalPlayTurnovers,Melbourne Vixens,42
"Philip, T",goal_from_zone1,Melbourne Vixens,162
"Philip, T",goal_from_zone2,Melbourne Vixens,23
"Philip, T",goal1,Melbourne Vixens,162
"Philip, T",goal2,Melbourne Vixens,23
"Philip, T",goalAssists,Melbourne Vixens,57
"Philip, T",goalAttempts,Melbourne Vixens,235
"Philip, T",goalMisses,Melbourne Vixens,50
"Philip, T",goals,Melbourne Vixens,185
"Philip, T",interceptPassThrown,Melbourne Vixens,8
"Philip, T",intercepts,Melbourne Vixens,0
"Philip, T",minutesPlayed,Melbourne Vixens,482
"Philip, T",missedGoalTurnover,Melbourne Vixens,17
"Philip, T",netPoints,Melbourne Vixens,233.5
"Philip, T",obstructionPenalties,Melbourne Vixens,4
"Philip, T",offsides,Melbourne Vixens,0
"Philip, T",passes,Melbourne Vixens,83
"Philip, T",penalties,Melbourne Vixens,20
"Philip, T",pickups,Melbourne Vixens,13
"Philip, T",points,Melbourne Vixens,208
"Philip, T",possessionChanges,Melbourne Vixens,59
"Philip, T",possessions,Melbourne Vixens,416
"Philip, T",quartersPlayed,Melbourne Vixens,39
"Philip, T",rebounds,Melbourne Vixens,3
"Philip, T",tossUpWin,Melbourne Vixens,0
"Pitman, C",attempt_from_zone1,Adelaide Thunderbirds,0
"Pitman, C",attempt_from_zone2,Adelaide Thunderbirds,0
"Pitman, C",attempts1,Adelaide Thunderbirds,0
"Pitman, C",attempts2,Adelaide Thunderbirds,0
"Pitman, C",badHands,Adelaide Thunderbirds,4
"Pitman, C",badPasses,Adelaide Thunderbirds,18
"Pitman, C",blocked,Adelaide Thunderbirds,0
"Pitman, C",blocks,Adelaide Thunderbirds,0
"Pitman, C",breaks,Adelaide Thunderbirds,1
"Pitman, C",centrePassReceives,Adelaide Thunderbirds,201
"Pitman, C",centrePassToGoalPerc,Adelaide Thunderbirds,0
"Pitman, C",contactPenalties,Adelaide Thunderbirds,32
"Pitman, C",deflections,Adelaide Thunderbirds,12
"Pitman, C",deflectionWithGain,Adelaide Thunderbirds,5
"Pitman, C",deflectionWithNoGain,Adelaide Thunderbirds,6
"Pitman, C",disposals,Adelaide Thunderbirds,354
"Pitman, C",feeds,Adelaide Thunderbirds,336
"Pitman, C",feedWithAttempt,Adelaide Thunderbirds,218
"Pitman, C",gain,Adelaide Thunderbirds,6
"Pitman, C",gainToGoalPerc,Adelaide Thunderbirds,0
"Pitman, C",generalPlayTurnovers,Adelaide Thunderbirds,53
"Pitman, C",goal_from_zone1,Adelaide Thunderbirds,0
"Pitman, C",goal_from_zone2,Adelaide Thunderbirds,0
"Pitman, C",goal1,Adelaide Thunderbirds,0
"Pitman, C",goal2,Adelaide Thunderbirds,0
"Pitman, C",goalAssists,Adelaide Thunderbirds,165
"Pitman, C",goalAttempts,Adelaide Thunderbirds,0
"Pitman, C",goalMisses,Adelaide Thunderbirds,0
"Pitman, C",goals,Adelaide Thunderbirds,0
"Pitman, C",interceptPassThrown,Adelaide Thunderbirds,22
"Pitman, C",intercepts,Adelaide Thunderbirds,1
"Pitman, C",minutesPlayed,Adelaide Thunderbirds,618
"Pitman, C",missedGoalTurnover,Adelaide Thunderbirds,0
"Pitman, C",netPoints,Adelaide Thunderbirds,364
"Pitman, C",obstructionPenalties,Adelaide Thunderbirds,6
"Pitman, C",offsides,Adelaide Thunderbirds,3
"Pitman, C",passes,Adelaide Thunderbirds,336
"Pitman, C",penalties,Adelaide Thunderbirds,38
"Pitman, C",pickups,Adelaide Thunderbirds,22
"Pitman, C",points,Adelaide Thunderbirds,0
"Pitman, C",possessionChanges,Adelaide Thunderbirds,53
"Pitman, C",possessions,Adelaide Thunderbirds,244
"Pitman, C",quartersPlayed,Adelaide Thunderbirds,45
"Pitman, C",rebounds,Adelaide Thunderbirds,0
"Pitman, C",tossUpWin,Adelaide Thunderbirds,0
"Poolman, S",attempt_from_zone1,GIANTS Netball,0
"Poolman, S",attempt_from_zone2,GIANTS Netball,0
"Poolman, S",attempts1,GIANTS Netball,0
"Poolman, S",attempts2,GIANTS Netball,0
"Poolman, S",badHands,GIANTS Netball,0
"Poolman, S",badPasses,GIANTS Netball,0
"Poolman, S",blocked,GIANTS Netball,0
"Poolman, S",blocks,GIANTS Netball,0
"Poolman, S",breaks,GIANTS Netball,0
"Poolman, S",centrePassReceives,GIANTS Netball,0
"Poolman, S",centrePassToGoalPerc,GIANTS Netball,0
"Poolman, S",contactPenalties,GIANTS Netball,82
"Poolman, S",deflections,GIANTS Netball,42
"Poolman, S",deflectionWithGain,GIANTS Netball,9
"Poolman, S",deflectionWithNoGain,GIANTS Netball,33
"Poolman, S",disposals,GIANTS Netball,78
"Poolman, S",feeds,GIANTS Netball,0
"Poolman, S",feedWithAttempt,GIANTS Netball,0
"Poolman, S",gain,GIANTS Netball,53
"Poolman, S",gainToGoalPerc,GIANTS Netball,0
"Poolman, S",generalPlayTurnovers,GIANTS Netball,1
"Poolman, S",goal_from_zone1,GIANTS Netball,0
"Poolman, S",goal_from_zone2,GIANTS Netball,0
"Poolman, S",goal1,GIANTS Netball,0
"Poolman, S",goal2,GIANTS Netball,0
"Poolman, S",goalAssists,GIANTS Netball,0
"Poolman, S",goalAttempts,GIANTS Netball,0
"Poolman, S",goalMisses,GIANTS Netball,0
"Poolman, S",goals,GIANTS Netball,0
"Poolman, S",interceptPassThrown,GIANTS Netball,1
"Poolman, S",intercepts,GIANTS Netball,20
"Poolman, S",minutesPlayed,GIANTS Netball,656
"Poolman, S",missedGoalTurnover,GIANTS Netball,0
"Poolman, S",netPoints,GIANTS Netball,605.5
"Poolman, S",obstructionPenalties,GIANTS Netball,31
"Poolman, S",offsides,GIANTS Netball,0
"Poolman, S",passes,GIANTS Netball,0
"Poolman, S",penalties,GIANTS Netball,113
"Poolman, S",pickups,GIANTS Netball,20
"Poolman, S",points,GIANTS Netball,0
"Poolman, S",possessionChanges,GIANTS Netball,1
"Poolman, S",possessions,GIANTS Netball,150
"Poolman, S",quartersPlayed,GIANTS Netball,50
"Poolman, S",rebounds,GIANTS Netball,24
"Poolman, S",tossUpWin,GIANTS Netball,0
"Potgieter, L",attempt_from_zone1,Adelaide Thunderbirds,456
"Potgieter, L",attempt_from_zone2,Adelaide Thunderbirds,11
"Potgieter, L",attempts1,Adelaide Thunderbirds,456
"Potgieter, L",attempts2,Adelaide Thunderbirds,11
"Potgieter, L",badHands,Adelaide Thunderbirds,8
"Potgieter, L",badPasses,Adelaide Thunderbirds,1
"Potgieter, L",blocked,Adelaide Thunderbirds,0
"Potgieter, L",blocks,Adelaide Thunderbirds,0
"Potgieter, L",breaks,Adelaide Thunderbirds,0
"Potgieter, L",centrePassReceives,Adelaide Thunderbirds,0
"Potgieter, L",centrePassToGoalPerc,Adelaide Thunderbirds,0
"Potgieter, L",contactPenalties,Adelaide Thunderbirds,19
"Potgieter, L",deflections,Adelaide Thunderbirds,10
"Potgieter, L",deflectionWithGain,Adelaide Thunderbirds,0
"Potgieter, L",deflectionWithNoGain,Adelaide Thunderbirds,4
"Potgieter, L",disposals,Adelaide Thunderbirds,520
"Potgieter, L",feeds,Adelaide Thunderbirds,53
"Potgieter, L",feedWithAttempt,Adelaide Thunderbirds,44
"Potgieter, L",gain,Adelaide Thunderbirds,1
"Potgieter, L",gainToGoalPerc,Adelaide Thunderbirds,0
"Potgieter, L",generalPlayTurnovers,Adelaide Thunderbirds,43
"Potgieter, L",goal_from_zone1,Adelaide Thunderbirds,431
"Potgieter, L",goal_from_zone2,Adelaide Thunderbirds,6
"Potgieter, L",goal1,Adelaide Thunderbirds,431
"Potgieter, L",goal2,Adelaide Thunderbirds,6
"Potgieter, L",goalAssists,Adelaide Thunderbirds,30
"Potgieter, L",goalAttempts,Adelaide Thunderbirds,467
"Potgieter, L",goalMisses,Adelaide Thunderbirds,30
"Potgieter, L",goals,Adelaide Thunderbirds,437
"Potgieter, L",interceptPassThrown,Adelaide Thunderbirds,8
"Potgieter, L",intercepts,Adelaide Thunderbirds,1
"Potgieter, L",minutesPlayed,Adelaide Thunderbirds,759
"Potgieter, L",missedGoalTurnover,Adelaide Thunderbirds,10
"Potgieter, L",netPoints,Adelaide Thunderbirds,744
"Potgieter, L",obstructionPenalties,Adelaide Thunderbirds,10
"Potgieter, L",offsides,Adelaide Thunderbirds,1
"Potgieter, L",passes,Adelaide Thunderbirds,53
"Potgieter, L",penalties,Adelaide Thunderbirds,30
"Potgieter, L",pickups,Adelaide Thunderbirds,18
"Potgieter, L",points,Adelaide Thunderbirds,443
"Potgieter, L",possessionChanges,Adelaide Thunderbirds,53
"Potgieter, L",possessions,Adelaide Thunderbirds,519
"Potgieter, L",quartersPlayed,Adelaide Thunderbirds,52
"Potgieter, L",rebounds,Adelaide Thunderbirds,32
"Potgieter, L",tossUpWin,Adelaide Thunderbirds,0
"Pretorius, K",attempt_from_zone1,Sunshine Coast Lightning,0
"Pretorius, K",attempt_from_zone2,Sunshine Coast Lightning,0
"Pretorius, K",attempts1,Sunshine Coast Lightning,0
"Pretorius, K",attempts2,Sunshine Coast Lightning,0
"Pretorius, K",badHands,Sunshine Coast Lightning,4
